epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,4734.96,0.68769,1.03885,1.88208,0.99565,0.9921,0.99463,0.96456,0.41258,0.57013,1.60661,0.0040105,0.0040105,0.0040105
123,4776.03,0.69087,1.03296,1.88418,0.99579,0.99199,0.99463,0.96514,0.41245,0.56991,1.60651,0.003961,0.003961,0.003961
124,4816.9,0.68224,1.02241,1.87424,0.99583,0.99201,0.99464,0.96504,0.41214,0.56915,1.60641,0.0039115,0.0039115,0.0039115
125,4858.07,0.67818,1.01619,1.87843,0.9956,0.99225,0.99465,0.96515,0.41135,0.56912,1.606,0.003862,0.003862,0.003862
126,4899.82,0.68411,1.02713,1.87944,0.99569,0.99224,0.99465,0.96517,0.41078,0.56749,1.60558,0.0038125,0.0038125,0.0038125
127,4941.26,0.68675,1.0287,1.88047,0.99564,0.99227,0.99465,0.96548,0.41039,0.56809,1.60536,0.003763,0.003763,0.003763
128,4983,0.68204,1.01996,1.87583,0.99582,0.99234,0.99465,0.96605,0.40986,0.56691,1.6051,0.0037135,0.0037135,0.0037135
129,5024.36,0.68266,1.02002,1.87578,0.99587,0.99235,0.99465,0.96576,0.40944,0.56613,1.60498,0.003664,0.003664,0.003664
130,5065.26,0.67256,0.99919,1.8737,0.99577,0.9923,0.99465,0.96622,0.40911,0.56704,1.60474,0.0036145,0.0036145,0.0036145
131,5106.42,0.67599,1.01526,1.87176,0.99592,0.99234,0.99466,0.96678,0.40911,0.56652,1.60481,0.003565,0.003565,0.003565
132,5148.48,0.6787,1.01702,1.87375,0.99586,0.99224,0.99464,0.96687,0.40851,0.56541,1.60462,0.0035155,0.0035155,0.0035155
133,5189.94,0.68215,1.02619,1.8749,0.99586,0.99222,0.99464,0.96683,0.40824,0.56459,1.60433,0.003466,0.003466,0.003466
134,5231.74,0.67604,1.00961,1.87296,0.99592,0.99221,0.99464,0.9661,0.40799,0.56363,1.60407,0.0034165,0.0034165,0.0034165
135,5273.69,0.67242,1.01207,1.87376,0.99594,0.99221,0.99464,0.96645,0.4081,0.56312,1.60407,0.003367,0.003367,0.003367
136,5315.37,0.66748,0.99936,1.86718,0.99598,0.99222,0.99463,0.9664,0.40811,0.56281,1.60395,0.0033175,0.0033175,0.0033175
137,5356.94,0.65889,0.99471,1.86315,0.99609,0.9922,0.99462,0.96644,0.40768,0.56313,1.60377,0.003268,0.003268,0.003268
138,5399.05,0.66378,0.99312,1.86487,0.99627,0.99201,0.99462,0.96634,0.40744,0.56265,1.60362,0.0032185,0.0032185,0.0032185
139,5440.59,0.65817,0.97763,1.86465,0.99617,0.99223,0.99462,0.96671,0.407,0.56174,1.60345,0.003169,0.003169,0.003169
140,5482.21,0.66465,0.99477,1.87173,0.99624,0.99223,0.99463,0.96684,0.40654,0.56201,1.60357,0.0031195,0.0031195,0.0031195
141,5523.9,0.66185,0.99268,1.86156,0.99621,0.99228,0.99464,0.96629,0.40599,0.56158,1.60301,0.00307,0.00307,0.00307
142,5565.64,0.66175,0.98431,1.86372,0.99628,0.99226,0.99465,0.96652,0.4056,0.56133,1.60324,0.0030205,0.0030205,0.0030205
143,5607.37,0.65831,0.98193,1.86235,0.99627,0.99225,0.99466,0.96671,0.40547,0.56012,1.60306,0.002971,0.002971,0.002971
144,5649.25,0.65531,0.98377,1.86296,0.99628,0.99226,0.99465,0.967,0.40492,0.56029,1.6029,0.0029215,0.0029215,0.0029215
145,5691.27,0.65794,0.98192,1.86431,0.99634,0.99221,0.99465,0.96733,0.40433,0.56009,1.60276,0.002872,0.002872,0.002872
146,5733.01,0.65748,0.99112,1.86343,0.99636,0.99218,0.99465,0.9672,0.40409,0.55921,1.60269,0.0028225,0.0028225,0.0028225
147,5774.59,0.64942,0.97699,1.86167,0.99634,0.99223,0.99465,0.96756,0.40408,0.5587,1.60264,0.002773,0.002773,0.002773
148,5816.49,0.6502,0.97643,1.85143,0.99636,0.99223,0.99465,0.96773,0.40337,0.55795,1.60243,0.0027235,0.0027235,0.0027235
149,5857.91,0.64279,0.96383,1.85094,0.99638,0.99219,0.99466,0.9678,0.40351,0.55699,1.60257,0.002674,0.002674,0.002674
150,5899.57,0.64701,0.96882,1.85548,0.99637,0.99221,0.99466,0.96766,0.4031,0.557,1.60229,0.0026245,0.0026245,0.0026245
151,5941.34,0.64697,0.96701,1.85554,0.99636,0.99224,0.99466,0.96782,0.40256,0.55653,1.60229,0.002575,0.002575,0.002575
152,5983.36,0.64816,0.96998,1.85844,0.99636,0.99226,0.99465,0.96825,0.40218,0.55641,1.60211,0.0025255,0.0025255,0.0025255
153,6024.37,0.63973,0.95835,1.85216,0.99636,0.99244,0.99466,0.96787,0.40202,0.55654,1.60233,0.002476,0.002476,0.002476
154,6066.18,0.64032,0.95791,1.85204,0.99635,0.9924,0.99466,0.96777,0.40206,0.55631,1.60226,0.0024265,0.0024265,0.0024265
155,6108.31,0.63779,0.95223,1.85043,0.99613,0.99188,0.99465,0.96791,0.40146,0.55626,1.60202,0.002377,0.002377,0.002377
156,6150.49,0.63075,0.94987,1.84725,0.99614,0.99187,0.99465,0.9684,0.40098,0.55388,1.60183,0.0023275,0.0023275,0.0023275
157,6192.06,0.64456,0.96518,1.85484,0.99615,0.99186,0.99465,0.96815,0.40078,0.55438,1.60179,0.002278,0.002278,0.002278
158,6233.88,0.6393,0.95301,1.84807,0.99615,0.99186,0.99465,0.96828,0.40076,0.55403,1.60179,0.0022285,0.0022285,0.0022285
159,6275.75,0.6368,0.9528,1.8562,0.99611,0.99187,0.99465,0.96828,0.40038,0.5526,1.60157,0.002179,0.002179,0.002179
160,6317.57,0.63806,0.95806,1.84995,0.99645,0.9917,0.99465,0.9686,0.39988,0.55185,1.60115,0.0021295,0.0021295,0.0021295
161,6358.18,0.63196,0.95157,1.84576,0.99644,0.99171,0.99465,0.96847,0.39946,0.55117,1.60101,0.00208,0.00208,0.00208
162,6399.27,0.62263,0.94393,1.84388,0.99646,0.99174,0.99465,0.96844,0.39915,0.55074,1.60095,0.0020305,0.0020305,0.0020305
163,6440.43,0.62179,0.93164,1.83833,0.99652,0.99176,0.99465,0.96837,0.39876,0.54988,1.60073,0.001981,0.001981,0.001981
164,6481.38,0.61873,0.92763,1.83838,0.99654,0.99178,0.99465,0.96835,0.39802,0.54948,1.60057,0.0019315,0.0019315,0.0019315
165,6521.86,0.62068,0.92813,1.83807,0.99649,0.9918,0.99465,0.9684,0.3975,0.54912,1.60032,0.001882,0.001882,0.001882
166,6562.3,0.6211,0.93163,1.83986,0.99652,0.99182,0.99464,0.96833,0.39752,0.54834,1.60033,0.0018325,0.0018325,0.0018325
167,6602.86,0.61916,0.92402,1.84275,0.99654,0.99184,0.99465,0.96839,0.39732,0.54709,1.60082,0.001783,0.001783,0.001783
168,6643.69,0.62158,0.94324,1.84519,0.99657,0.99184,0.99465,0.96879,0.39659,0.54749,1.60051,0.0017335,0.0017335,0.0017335
169,6684.21,0.61538,0.91768,1.83756,0.9966,0.99183,0.99466,0.9689,0.39626,0.5465,1.60053,0.001684,0.001684,0.001684
170,6724.94,0.62039,0.92841,1.84239,0.9966,0.99185,0.99466,0.96854,0.39624,0.54658,1.60052,0.0016345,0.0016345,0.0016345
